Country,MSISDN,Type,Features,Status,Purchase Date,Cancel Date,Price (EUR)
CA,12046900769,mobile-lvn,"VOICE, MMS, SMS",Active,2026-01-26 00:00:00,,0.72
CA,12046900790,mobile-lvn,"VOICE, MMS, SMS",Active,2026-01-31 00:00:00,,0.72
CA,12046900805,mobile-lvn,"VOICE, MMS, SMS",Active,2026-01-31 00:00:00,,0.72
CA,12046900812,mobile-lvn,"VOICE, MMS, SMS",Active,2026-01-31 00:00:00,,0.72
CA,12046900841,mobile-lvn,"VOICE, MMS, SMS",Active,2026-01-27 00:00:00,,0.72
CA,12046900844,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-03 00:00:00,,0.72
CA,12046900854,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-01-26 00:00:00,2026-03-04 00:00:00,0.72
CA,12046900871,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-01-31 00:00:00,2026-03-04 00:00:00,0.72
CA,12046900885,mobile-lvn,"VOICE, MMS, SMS",Active,2026-01-30 00:00:00,,0.72
CA,12046900891,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-03 00:00:00,,0.72
CA,12046900895,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-19 00:00:00,,0.72
CA,12046900896,mobile-lvn,"VOICE, MMS, SMS",Active,2026-01-30 00:00:00,,0.72
CA,12046900897,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-01-30 00:00:00,2026-03-04 00:00:00,0.72
CA,12046900929,mobile-lvn,"VOICE, MMS, SMS",Active,2026-01-29 00:00:00,,0.72
CA,12046900955,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-01 00:00:00,,0.72
CA,12046900958,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-01 00:00:00,,0.72
CA,12046900973,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-01-31 00:00:00,2026-03-04 00:00:00,0.72
CA,12046900981,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-01-31 00:00:00,2026-03-04 00:00:00,0.72
CA,12046900982,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-01-31 00:00:00,2026-03-04 00:00:00,0.72
CA,12046900998,mobile-lvn,"VOICE, MMS, SMS",Active,2026-01-31 00:00:00,,0.72
CA,12046901011,mobile-lvn,"VOICE, MMS, SMS",Active,2026-01-30 00:00:00,,0.72
CA,12046901013,mobile-lvn,"VOICE, MMS, SMS",Active,2026-01-31 00:00:00,,0.72
CA,12046901016,mobile-lvn,"VOICE, MMS, SMS",Active,2026-01-27 00:00:00,,0.72
CA,12046901027,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-07 00:00:00,,0.72
CA,12046901034,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-01 00:00:00,2026-03-04 00:00:00,0.72
CA,12046901044,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-10 00:00:00,,0.72
CA,12046901081,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-02 00:00:00,,0.72
CA,12046901089,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-15 00:00:00,,0.72
CA,12046901104,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-01 00:00:00,,0.72
CA,12046901165,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-05 00:00:00,2026-03-04 00:00:00,0.72
CA,12046901173,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-01 00:00:00,,0.72
CA,12046901203,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-04 00:00:00,2026-03-04 00:00:00,0.72
CA,12046901223,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-03 00:00:00,2026-03-04 00:00:00,0.72
CA,12046901239,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-06 00:00:00,2026-03-11 00:00:00,0.72
CA,12046901241,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-02 00:00:00,2026-03-04 00:00:00,0.72
CA,12046901245,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-08 00:00:00,,0.72
CA,12046901246,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-07 00:00:00,2026-03-11 00:00:00,0.72
CA,12046901249,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-04 00:00:00,2026-03-04 00:00:00,0.72
CA,12046901257,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-01 00:00:00,2026-03-04 00:00:00,0.72
CA,12046901271,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-05 00:00:00,2026-03-11 00:00:00,0.72
CA,12046901273,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-09 00:00:00,2026-03-11 00:00:00,0.72
CA,12046901320,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-07 00:00:00,,0.72
CA,12046901327,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-09 00:00:00,2026-03-04 00:00:00,0.72
CA,12046901347,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-06 00:00:00,2026-03-11 00:00:00,0.72
CA,12046901348,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-07 00:00:00,2026-03-11 00:00:00,0.72
CA,12046901360,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-07 00:00:00,,0.72
CA,12046901362,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-08 00:00:00,,0.72
CA,12046901373,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-07 00:00:00,,0.72
CA,12046901376,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-11 00:00:00,,0.72
CA,12046901391,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-11 00:00:00,2026-03-11 00:00:00,0.72
CA,12046901393,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-11 00:00:00,,0.72
CA,12046901394,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-08 00:00:00,2026-03-04 00:00:00,0.72
CA,12046901397,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-10 00:00:00,,0.72
CA,12046901432,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-11 00:00:00,,0.72
CA,12046901464,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-11 00:00:00,,0.72
CA,12046901563,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-11 00:00:00,,0.72
CA,12046901633,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-11 00:00:00,,0.72
CA,12046901661,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-11 00:00:00,,0.72
CA,12046902147,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-12 00:00:00,,0.72
US,12053501303,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-23 00:00:00,,0.93
US,12053503884,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-12 00:00:00,,0.93
US,12053504440,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-12 00:00:00,,0.93
US,12053504454,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-12 00:00:00,,0.93
US,12053504730,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-12 00:00:00,,0.93
US,12053505599,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-12 00:00:00,,0.93
US,12053505609,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-09 00:00:00,,0.93
US,12053505634,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-13 00:00:00,,0.93
US,12053505693,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-13 00:00:00,,0.93
US,12053506899,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-09 00:00:00,,0.93
US,12053507066,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-09 00:00:00,,0.93
US,12053507212,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-09 00:00:00,2026-03-11 00:00:00,0.93
US,12053507433,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-23 00:00:00,,0.93
US,12053507542,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12053508035,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12053508302,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-09 00:00:00,,0.93
US,12053508317,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-10 00:00:00,2026-03-11 00:00:00,0.93
US,12053508691,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-09 00:00:00,2026-03-11 00:00:00,0.93
US,12053508950,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-12 00:00:00,2026-03-11 00:00:00,0.93
US,12053542741,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-12 00:00:00,,0.93
US,12054174924,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-23 00:00:00,,0.93
US,12054534354,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12054534882,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-10 00:00:00,2026-03-04 00:00:00,0.93
US,12054764767,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12054793941,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12054832182,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-10 00:00:00,2026-03-04 00:00:00,0.93
US,12055089067,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-09 00:00:00,2026-03-11 00:00:00,0.93
US,12055090301,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12055264284,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-10 00:00:00,2026-03-11 00:00:00,0.93
US,12055300841,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-10 00:00:00,2026-03-11 00:00:00,0.93
US,12055435549,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-10 00:00:00,2026-03-11 00:00:00,0.93
US,12055646119,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12055730189,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12055730351,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12055730362,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-09 00:00:00,,0.93
US,12055730735,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12055730868,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12055751407,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12055801258,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12055880609,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12055880662,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12055880770,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12055946189,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12056058590,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12056058716,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12056108935,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-10 00:00:00,2026-03-04 00:00:00,0.93
US,12056508410,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12056508428,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12056508629,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12056710051,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12056717998,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-12 00:00:00,,0.93
US,12056775694,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12056777533,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12056831287,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-10 00:00:00,2026-03-04 00:00:00,0.93
US,12056861798,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-10 00:00:00,2026-03-04 00:00:00,0.93
US,12056864331,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12056905216,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12056905989,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12057053115,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12057567263,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12057567392,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-10 00:00:00,2026-03-04 00:00:00,0.93
US,12057567464,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-10 00:00:00,2026-03-11 00:00:00,0.93
US,12057567560,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12057567566,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12057567760,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-12 00:00:00,,0.93
US,12057567776,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-12 00:00:00,,0.93
US,12057567829,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12057567980,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12057567996,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12057732262,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-10 00:00:00,2026-03-11 00:00:00,0.93
US,12058405426,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12058405497,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12058405612,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12058405656,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12058756846,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12059001321,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-10 00:00:00,2026-03-11 00:00:00,0.93
US,12059001789,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12059946446,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-10 00:00:00,2026-03-11 00:00:00,0.93
US,12063415113,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-24 00:00:00,,0.93
US,12063415121,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-11-24 00:00:00,2026-03-04 00:00:00,0.93
US,12063415737,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-24 00:00:00,,0.93
US,12063415922,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-24 00:00:00,,0.93
US,12063415959,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-24 00:00:00,,0.93
US,12063470567,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12063883160,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-24 00:00:00,,0.93
US,12063883255,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-24 00:00:00,,0.93
US,12064073336,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-11-24 00:00:00,2026-03-04 00:00:00,0.93
US,12064073429,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-11-24 00:00:00,2026-03-11 00:00:00,0.93
US,12064073459,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-24 00:00:00,,0.93
US,12064286153,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-24 00:00:00,,0.93
US,12064531965,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-11-24 00:00:00,2026-03-04 00:00:00,0.93
US,12064798326,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12064890886,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-11-24 00:00:00,2026-03-04 00:00:00,0.93
US,12065012297,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-24 00:00:00,,0.93
US,12065020517,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-11-24 00:00:00,2026-03-04 00:00:00,0.93
US,12065024226,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-24 00:00:00,,0.93
US,12065294258,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-24 00:00:00,,0.93
US,12065294301,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-24 00:00:00,,0.93
US,12065294750,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12065582099,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-24 00:00:00,,0.93
US,12065582653,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-24 00:00:00,,0.93
US,12065582772,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-11 00:00:00,2026-03-11 00:00:00,0.93
US,12065587018,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12065587066,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-11-25 00:00:00,2026-03-04 00:00:00,0.93
US,12065587190,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12065587946,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12065785991,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-11-25 00:00:00,2026-03-04 00:00:00,0.93
US,12065946540,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12065947454,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12066200040,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-23 00:00:00,,0.93
US,12066200685,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-11-25 00:00:00,2026-03-04 00:00:00,0.93
US,12066200783,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12066201082,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-11-25 00:00:00,2026-03-04 00:00:00,0.93
US,12066201173,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12066201223,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12066201720,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12066201749,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12066201999,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12066202699,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12066202830,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-11-25 00:00:00,2026-03-04 00:00:00,0.93
US,12066202906,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-23 00:00:00,2026-03-04 00:00:00,0.93
US,12066202964,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-11-25 00:00:00,2026-03-04 00:00:00,0.93
US,12066296668,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12067740259,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12067740618,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-11-25 00:00:00,2026-03-04 00:00:00,0.93
US,12067740841,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-11-25 00:00:00,2026-03-04 00:00:00,0.93
US,12067748836,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-11-25 00:00:00,2026-03-04 00:00:00,0.93
US,12067749872,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-10 00:00:00,2026-03-04 00:00:00,0.93
US,12068000841,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12068000866,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12068039697,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12068039814,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12068660326,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-11-25 00:00:00,2026-03-04 00:00:00,0.93
US,12068666151,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12068669011,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12069057858,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12069222381,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12069222476,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12069396531,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12069396544,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12069396650,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-23 00:00:00,,0.93
US,12069738792,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-25 00:00:00,,0.93
US,12072615681,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-05 00:00:00,,0.93
US,12073782123,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-05 00:00:00,2026-03-11 00:00:00,0.93
US,12073782256,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-05 00:00:00,2026-03-04 00:00:00,0.93
US,12073782397,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-05 00:00:00,2026-03-11 00:00:00,0.93
US,12073782479,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12073782617,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-05 00:00:00,,0.93
US,12073782627,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-05 00:00:00,2026-03-11 00:00:00,0.93
US,12073782756,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-05 00:00:00,2026-03-05 00:00:00,0.93
US,12073782975,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-06 00:00:00,2026-03-11 00:00:00,0.93
US,12074055274,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-23 00:00:00,,0.93
US,12074055281,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12074055356,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12074055374,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12074055516,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12074055619,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-12 00:00:00,,0.93
US,12074055683,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12074055836,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12074055882,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-06 00:00:00,,0.93
US,12074055890,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-05 00:00:00,,0.93
US,12074055961,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-05 00:00:00,,0.93
US,12074243249,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12074243255,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12074479545,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-06 00:00:00,2026-03-11 00:00:00,0.93
US,12074649076,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12074807909,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12074807924,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-06 00:00:00,2026-03-11 00:00:00,0.93
US,12074807939,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-05 00:00:00,,0.93
US,12074896716,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-05 00:00:00,,0.93
US,12075161339,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-06 00:00:00,2026-03-11 00:00:00,0.93
US,12075161344,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12075446026,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12075600954,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-06 00:00:00,2026-03-05 00:00:00,0.93
US,12075601026,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-12 00:00:00,,0.93
US,12075601156,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-12 00:00:00,,0.93
US,12075601258,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12075601290,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-10 00:00:00,2026-03-11 00:00:00,0.93
US,12075601337,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-12 00:00:00,,0.93
US,12075601481,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12075601487,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12075601492,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12075601517,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-06 00:00:00,,0.93
US,12075601560,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12075601574,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12075601721,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12075601909,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-06 00:00:00,,0.93
US,12075783046,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-06 00:00:00,,0.93
US,12075785195,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-06 00:00:00,2026-03-11 00:00:00,0.93
US,12075785207,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-10 00:00:00,,0.93
US,12076063479,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12076063906,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-11 00:00:00,2026-03-11 00:00:00,0.93
US,12076140628,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-06 00:00:00,2026-03-11 00:00:00,0.93
US,12076140750,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-06 00:00:00,2026-03-11 00:00:00,0.93
US,12076140762,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-06 00:00:00,,0.93
US,12076141425,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2026-02-06 00:00:00,2026-03-11 00:00:00,0.93
